0,Skip,
1,Pass,"NSURL with Resources mailto:test123@gmail.com
NSURL with Resources mailto:test123@gmail.com
NSURL with HTTPs https://data.flurry.com/aas.do
NSURL with HTTPs https://data.flurry.com/aas.do
NSURL with HTTPs https://data.flurry.com/aas.do
NSURL with HTTPs https://data.flurry.com/aas.do
"
2,Skip,
3,Skip,
4,Skip,
5,Skip,
6,Undetect,
7,Skip,
8,Undetect,
9,Undetect,
10,Manual,"{""valid"": True, ""detail"": {""url"": ""https://data.flurry.com/aas.do"", ""issuer"": <Name(C=US,O=DigiCert Inc,OU=www.digicert.com,CN=DigiCert SHA2 High Assurance Server CA)>, ""not valid after"": ""2024-08-07 23:59:59"", ""not valid before"": ""2024-02-13 00:00:00"", ""serial number"": 10371384336431065444018267412453294740, ""signature algorithm"": ""sha256"", ""subject"": <Name(C=US,ST=California,L=Sunnyvale,O=Oath Holdings Inc.,CN=m.yap.yahoo.com)>, ""x509 version"": <Version.v3: 2>, ""key size"": 256}}{""valid"": True, ""detail"": {""url"": ""https://data.flurry.com/aas.do"", ""issuer"": <Name(C=US,O=DigiCert Inc,OU=www.digicert.com,CN=DigiCert SHA2 High Assurance Server CA)>, ""not valid after"": ""2024-08-07 23:59:59"", ""not valid before"": ""2024-02-13 00:00:00"", ""serial number"": 10371384336431065444018267412453294740, ""signature algorithm"": ""sha256"", ""subject"": <Name(C=US,ST=California,L=Sunnyvale,O=Oath Holdings Inc.,CN=m.yap.yahoo.com)>, ""x509 version"": <Version.v3: 2>, ""key size"": 256}}{""valid"": True, ""detail"": {""url"": ""https://data.flurry.com/aas.do"", ""issuer"": <Name(C=US,O=DigiCert Inc,OU=www.digicert.com,CN=DigiCert SHA2 High Assurance Server CA)>, ""not valid after"": ""2024-08-07 23:59:59"", ""not valid before"": ""2024-02-13 00:00:00"", ""serial number"": 10371384336431065444018267412453294740, ""signature algorithm"": ""sha256"", ""subject"": <Name(C=US,ST=California,L=Sunnyvale,O=Oath Holdings Inc.,CN=m.yap.yahoo.com)>, ""x509 version"": <Version.v3: 2>, ""key size"": 256}}{""valid"": True, ""detail"": {""url"": ""https://data.flurry.com/aas.do"", ""issuer"": <Name(C=US,O=DigiCert Inc,OU=www.digicert.com,CN=DigiCert SHA2 High Assurance Server CA)>, ""not valid after"": ""2024-08-07 23:59:59"", ""not valid before"": ""2024-02-13 00:00:00"", ""serial number"": 10371384336431065444018267412453294740, ""signature algorithm"": ""sha256"", ""subject"": <Name(C=US,ST=California,L=Sunnyvale,O=Oath Holdings Inc.,CN=m.yap.yahoo.com)>, ""x509 version"": <Version.v3: 2>, ""key size"": 256}}"
11,Undetect,
12,Skip,
13,Undetect,
14,Skip,
15,Skip,
16,Undetect,
17,Skip,
18,Skip,
19,Skip,
20,Undetect,
21,Undetect,"Use URL schemes with dvia://
Use URL schemes with dviaswift://
"
22,Manual,"Use CC_MD5 with [""default.timezone<13287142 8265644d 616e3177 659697>"", ""51"", ""0x209e01018""]
Use CC_MD5 with [""Asia/Taipei<13287142 8265644d 616e3177 659697>"", ""46"", ""0x2817edc20""]
Use CC_MD5 with [""boot.time<13287142 8265644d 616e3177 659697>"", ""44"", ""0x209e01018""]
Use CC_MD5 with [""1690171734<13287142 8265644d 616e3177 659697>"", ""45"", ""@mǂ\x02""]
Use CC_MD5 with [""device.locale<13287142 8265644d 616e3177 659697>"", ""48"", ""0x209e01018""]
Use CC_MD5 with [""en_US<13287142 8265644d 616e3177 659697>"", ""40"", ""0x2817ed7c0""]
Use CC_MD5 with [""scr.height<13287142 8265644d 616e3177 659697>"", ""45"", ""0x209e01018""]
Use CC_MD5 with [""667<13287142 8265644d 616e3177 659697>"", ""38"", ""@\x06ł\x02""]
Use CC_MD5 with [""device.os.version<13287142 8265644d 616e3177 659697>"", ""52"", ""0x209e01018""]
Use CC_MD5 with [""13.3.1<13287142 8265644d 616e3177 659697>"", ""41"", ""0x2817ed9a0""]
Use CC_MD5 with [""scr.width<13287142 8265644d 616e3177 659697>"", ""44"", ""0x209e01018""]
Use CC_MD5 with [""375<13287142 8265644d 616e3177 659697>"", ""38"", ""0x282c76680""]
Use CC_MD5 with [""device.model.1<13287142 8265644d 616e3177 659697>"", ""49"", ""0x209e01018""]
Use CC_MD5 with [""iPhone8,1<13287142 8265644d 616e3177 659697>"", ""44"", """"]
Use CC_MD5 with [""Asia/Taipei<13287142 8265644d 616e3177 659697>"", ""46"", ""0x2837533e0""]
Use CC_MD5 with [""1690171712<13287142 8265644d 616e3177 659697>"", ""45"", ""0x280c386c0""]
Use CC_MD5 with [""en_US<13287142 8265644d 616e3177 659697>"", ""40"", ""0x28375dae0""]
Use CC_MD5 with [""667<13287142 8265644d 616e3177 659697>"", ""38"", """"]
Use CC_MD5 with [""13.3.1<13287142 8265644d 616e3177 659697>"", ""41"", ""0x283753480""]
Use CC_MD5 with [""375<13287142 8265644d 616e3177 659697>"", ""38"", ""0x280c39080""]
"
23,Manual,Detected storing Coredata locally. Storing data in Coredata is unsafe.Please store your data to somewhere safe.Detected storing plist locally. Storing data in plist is unsafe.Please store your data to somewhere safe.
24,Manual,"Make use of log function NSLog with [""Can""t find keyplane that supports type %ld for keyboard %@; using %@""]
Make use of log function NSLog with [""FlurryPulseEventController: pause session called""]
Make use of log function NSLog with [""FlurrySession: Pause session with pauseTime[%@]""]
Make use of log function NSLog with [""FlurrySession: Finish session with endTime[%@]""]
Make use of log function NSLog with [""FlurrySession: ending all unterminated timed events with _endTime[%@]...""]
Make use of log function NSLog with [""FlurrySession: ...finished ending un-ended timed events.""]
Make use of log function NSLog with [""FlurrySession: Sending sessions to server, include current %@""]
Make use of log function NSLog with [""FlurrySession: Initial timestamp[%@] from secure source""]
Make use of log function NSLog with [""%s: posting session via flurryhttpasynctask!""]
Make use of log function NSLog with [""%s: start background task""]
Make use of log function NSLog with [""FlurrySession: Scheduled send %lu session(s).""]
Make use of log function NSLog with [""%s: %@""]
Make use of log function NSLog with [""%s: Could not connect to server: %@""]
Make use of log function NSLog with [""%s: stop background task""]
Make use of log function NSLog with [""Can""t end BackgroundTask: no background task exists with identifier %lu (0x%lx), or it may have already been ended. Break in UIApplicationEndBackgroundTaskError() to debug.""]
Make use of log function NSLog with [""Flurry: HTTP connection delegate received response[%@]""]
Make use of log function NSLog with [""%s: async http response code: %d, id [%@]""]
Make use of log function NSLog with [""Flurry: application is in background, skipping sending data.""]
"
25,Manual,"Autocorrecting keyboard is detected, Please close the function by setting the UITextfield
"
26,Pass,
27,Undetect,
28,Pass,Debug mode is disabled.
29,Pass,No sensitive data leakage detected in IPC mechanisms.
