0,Skip,
1,Pass,"NSURL with HTTPs https://device-provisioning.googleapis.com/checkin
NSURL with HTTPs https://device-provisioning.googleapis.com/checkin
NSURL with HTTPs https://device-provisioning.googleapis.com/checkin
NSURL with HTTPs https://device-provisioning.googleapis.com/checkin
NSURL with HTTPs https://device-provisioning.googleapis.com/checkin
NSURL with HTTPs https://device-provisioning.googleapis.com/checkin
NSURL with HTTPs https://mobile.cardif.com.tw/parisservice/applogsnew.aspx
NSURL with HTTPs https://mobile.cardif.com.tw/parisservice/applogsnew.aspx
NSURL with HTTPs https://mobile.cardif.com.tw/parisservice/InvestmentService.asmx
NSURL with HTTPs https://mobile.cardif.com.tw/parisservice/InvestmentService.asmx
NSURL with HTTPs https://device-provisioning.googleapis.com/checkin
NSURL with HTTPs https://device-provisioning.googleapis.com/checkin
NSURL with HTTPs https://mobile.cardif.com.tw/parisservice/AppService.asmx
NSURL with HTTPs https://mobile.cardif.com.tw/parisservice/AppService.asmx
NSURL with HTTPs https://mobile.cardif.com.tw/parisservice/image.aspx?type=a&serno=f015ccfbc6&ext=jpg
NSURL with HTTPs https://mobile.cardif.com.tw/parisservice/image.aspx?type=a&serno=f015ccfbc6&ext=jpg
NSURL with HTTPs https://mobile.cardif.com.tw/parisservice/image.aspx?type=a&serno=595be1517b&ext=jpg
NSURL with HTTPs https://mobile.cardif.com.tw/parisservice/image.aspx?type=a&serno=595be1517b&ext=jpg
"
2,Skip,
3,Skip,
4,Skip,
5,Skip,
6,Undetect,
7,Skip,
8,Undetect,
9,Undetect,
