0,Skip,
1,Pass,"NSURL with HTTPs https://idmsa.apple.com.cn/appleauth/auth/authorize/signin
NSURL with HTTPs https://idmsa.apple.com.cn/appleauth/auth/authorize/signin
NSURL with HTTPs https://appleid.apple.com/auth/authorize
NSURL with HTTPs https://appleid.apple.com/auth/authorize
NSURL with HTTPs https://idmsa.apple.com/appleauth/auth/authorize/signin
NSURL with HTTPs https://idmsa.apple.com/appleauth/auth/authorize/signin
NSURL with HTTPs https://idmsa.apple.com.cn/appleauth/auth/authorize/signin
NSURL with HTTPs https://idmsa.apple.com.cn/appleauth/auth/authorize/signin
NSURL with HTTPs https://appleid.apple.com/auth/authorize
NSURL with HTTPs https://appleid.apple.com/auth/authorize
NSURL with HTTPs https://idmsa.apple.com/appleauth/auth/authorize/signin
NSURL with HTTPs https://idmsa.apple.com/appleauth/auth/authorize/signin
NSURL with HTTPs https://idmsa.apple.com.cn/appleauth/auth/authorize/signin
NSURL with HTTPs https://idmsa.apple.com.cn/appleauth/auth/authorize/signin
NSURL with HTTPs https://appleid.apple.com/auth/authorize
NSURL with HTTPs https://appleid.apple.com/auth/authorize
NSURL with HTTPs https://idmsa.apple.com/appleauth/auth/authorize/signin
NSURL with HTTPs https://idmsa.apple.com/appleauth/auth/authorize/signin
"
2,Skip,
3,Skip,
4,Skip,
5,Skip,
6,Undetect,
7,Skip,
8,Undetect,
9,Undetect,
